t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_round_blend_h,flare_round_blend_ttg,flare_round_blend,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_aoa_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
2.58,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,4.82,-11.73,0,-0.33,-0.39,89.87,0.045,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.16,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.126,0,0,1,0,0,0,0,0,0,0,0,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941.76,6,0,0.2,0.2,1,0.38,0.2,0.02,2.4,LANDED,C-1000F,0:/Integrated Flight Computer/aircraft/c_1000f_cfg.ks (inferred preloaded)
2.88,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,4.82,-11.73,0,-0.33,1.21,89.94,0.055,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.07,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.126,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49,1941.76,6,0,0.08,0.08,5,13.33,2.48,0.04,2.72,LANDED,C-1000F,0:/Integrated Flight Computer/aircraft/c_1000f_cfg.ks (inferred preloaded)
3.14,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,4.82,-11.73,0,-0.33,-1.53,89.95,0.059,0.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,0.07,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.126,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.85,1941.77,6,0,0.06,0.06,9,15.38,0.08,0.04,2.98,LANDED,C-1000F,0:/Integrated Flight Computer/aircraft/c_1000f_cfg.ks (inferred preloaded)
3.4,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,4.82,-11.73,0,-0.33,1.42,89.97,0.056,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.07,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.126,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.16,1941.77,6,0,0.04,0.04,13,15.38,0.08,0.04,3.24,LANDED,C-1000F,0:/Integrated Flight Computer/aircraft/c_1000f_cfg.ks (inferred preloaded)
3.66,TAKEOFF,TO_PREFLIGHT,0.07,80,79.93,4.82,-11.73,0,-0.33,-0.01,89.99,0.051,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.126,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.45,1941.75,6,0,0.06,0.06,17,15.38,0.08,0.04,3.5,LANDED,C-1000F,0:/Integrated Flight Computer/aircraft/c_1000f_cfg.ks (inferred preloaded)
3.98,TAKEOFF,TO_PREFLIGHT,0.09,80,79.91,4.81,-11.74,0,-0.34,0.89,90.01,0.048,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.06,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.126,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.64,1941.73,6,0,0.08,0.08,22,15.62,0.08,0.04,3.82,LANDED,C-1000F,0:/Integrated Flight Computer/aircraft/c_1000f_cfg.ks (inferred preloaded)
4.3,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,4.81,-11.74,0,-0.33,-0.08,90.03,0.051,0.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.02,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.126,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.04,1941.75,6,0,0.08,0.08,27,15.62,0.08,0.04,4.14,LANDED,C-1000F,0:/Integrated Flight Computer/aircraft/c_1000f_cfg.ks (inferred preloaded)
4.62,TAKEOFF,TO_PREFLIGHT,0.08,80,79.92,4.81,-11.74,0,-0.34,-0.17,90.05,0.056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.01,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.126,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.47,1941.73,6,0,0.08,0.08,32,15.62,0.08,0.04,4.46,LANDED,C-1000F,0:/Integrated Flight Computer/aircraft/c_1000f_cfg.ks (inferred preloaded)
4.94,TAKEOFF,TO_PREFLIGHT,0.14,80,79.86,4.82,-11.74,0,-0.33,-0.17,90.08,0.055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,-0.03,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,-0.126,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.79,1941.68,6,0,0.08,0.08,37,15.62,0.08,0.04,4.78,LANDED,C-1000F,0:/Integrated Flight Computer/aircraft/c_1000f_cfg.ks (inferred preloaded)
5.22,TAKEOFF,TO_GROUND_ROLL,0.23,80,79.77,4.81,-11.74,0,-0.33,-0.35,90.1,0.049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.24,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,-0.005,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.24,1,-0.005,0.861,-0.0097,0.25,1,-0.0097,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.29,1941.6,6,0,0.06,0.06,41,15.38,0.08,0.04,5.04,LANDED,C-1000F,0:/Integrated Flight Computer/aircraft/c_1000f_cfg.ks (inferred preloaded)
