t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
1.9,TAKEOFF,TO_PREFLIGHT,0.33,80,79.67,3.68,-0.18,4.79,26.94,90.37,0.135,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.3,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.027,0,0,1,0,0,0,0,0,0,0,0,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877.71,2,0,0.14,0.14,1,0.5,0.14,0.02,1.76,LANDED,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.16,TAKEOFF,TO_PREFLIGHT,0.32,80,79.68,3.86,0.24,0.63,-31.23,90.3,0.127,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,13.35,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.027,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42,877.71,2,0,0.04,0.04,6,19.23,1.84,0.04,2.02,LANDED,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.42,TAKEOFF,TO_PREFLIGHT,0.25,80,79.75,4.1,-0.11,1.33,25.56,90.29,0.12,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-6.44,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.027,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72,877.71,2,0,0.06,0.06,10,15.38,0.08,0.04,2.28,LANDED,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.68,TAKEOFF,TO_PREFLIGHT,0.14,80,79.86,4.2,-0.02,1.81,25.78,90.29,0.138,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-1.1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.027,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,877.71,2,0,0.06,0.06,14,15.38,0.08,0.04,2.54,LANDED,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.94,TAKEOFF,TO_PREFLIGHT,0.12,80,79.88,4.32,0.04,2.16,-51.97,90.29,0.141,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,2.43,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.027,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6,877.71,2,0,0.06,0.06,18,15.38,0.08,0.04,2.8,LANDED,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.2,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,4.38,-0.06,2.41,75.19,90.29,0.138,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-3.47,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.027,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.84,877.71,2,0,0.06,0.06,22,15.38,0.08,0.04,3.06,LANDED,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.46,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,4.4,0.04,2.46,-36.05,90.29,0.142,0.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,2.38,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.027,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.39,877.71,2,0,0.06,0.06,26,15.38,0.08,0.04,3.32,LANDED,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.72,TAKEOFF,TO_PREFLIGHT,0.1,80,79.9,4.35,-0.02,2.27,8.07,90.29,0.137,0.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.89,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.027,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.07,877.71,2,0,0.06,0.06,30,15.38,0.08,0.04,3.58,LANDED,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.98,TAKEOFF,TO_PREFLIGHT,0.18,80,79.82,4.21,0.02,1.79,-3.56,90.28,0.137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,1.4,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.027,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.62,877.71,2,0,0.06,0.06,34,15.38,0.08,0.04,3.84,LANDED,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.24,TAKEOFF,TO_PREFLIGHT,0.27,80,79.73,3.98,0.02,1,-2.79,90.28,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,1.08,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.027,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.6,877.7,2,0,0.06,0.06,38,15.38,0.08,0.04,4.1,LANDED,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
