t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.22,TAKEOFF,TO_PREFLIGHT,0.62,80,79.38,3.61,0,-0.18,0.11,89.97,0.108,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.24,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.427,0,0,1,0,0,0,0,0,0,0,0,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.97,2,0,0.18,0.18,1,3.45,0.18,0.02,0.04,PRELAUNCH,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
0.48,TAKEOFF,TO_PREFLIGHT,0.62,80,79.38,3.61,0,-0.2,-0.06,89.97,0.109,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.05,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.428,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,489.97,2,0,0.04,0.04,6,19.23,0.18,0.04,0.3,PRELAUNCH,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
0.74,TAKEOFF,TO_PREFLIGHT,0.48,80,79.52,3.6,0,-0.28,-0.86,89.97,0.109,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.25,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.428,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,490,2,0,0.04,0.04,11,19.23,0.08,0.04,0.56,PRELAUNCH,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,3.59,0,-0.33,-3.65,89.98,0.109,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.06,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.428,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,490.07,2,0,0.04,0.04,16,19.23,0.08,0.04,0.82,PRELAUNCH,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.26,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,3.62,-0.03,-0.15,23.54,89.98,0.11,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-1.49,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.428,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,490.09,2,0,0.04,0.04,21,19.23,0.08,0.04,1.08,PRELAUNCH,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.52,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.62,0.01,-0.12,-33.02,89.97,0.109,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.81,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.428,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39,490.1,2,0,0.04,0.04,26,19.23,0.08,0.04,1.34,PRELAUNCH,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.78,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,3.6,0,-0.24,-6.89,89.97,0.108,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.19,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.428,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51,490.1,2,0,0.04,0.04,31,19.23,0.08,0.04,1.6,PRELAUNCH,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.04,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.61,-0.01,-0.22,41.73,89.97,0.108,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.38,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.428,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.34,490.1,2,0,0.04,0.04,36,19.23,0.08,0.04,1.86,PRELAUNCH,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.36,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.61,0,-0.18,-7.61,89.96,0.109,0.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.17,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.428,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.27,490.1,2,0,0.08,0.08,41,15.63,0.08,0.04,2.18,PRELAUNCH,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.64,TAKEOFF,TO_PREFLIGHT,0.04,80,79.96,3.61,0,-0.23,-5.13,89.96,0.11,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.12,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,-0.428,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.19,490.1,2,0,0.08,0.08,45,14.29,0.08,0.06,2.46,PRELAUNCH,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
