t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.12,TAKEOFF,TO_PREFLIGHT,0.82,80,79.18,3.64,0,-0.22,0.11,91.84,0.098,0.032,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.28,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.441,0,0,1,0,0,0,0,0,0,0,0,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.79,2,0,0.08,0.08,1,3.45,0.08,0.02,0.04,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
0.38,TAKEOFF,TO_PREFLIGHT,0.82,80,79.18,3.64,0,-0.23,-0.07,91.89,0.097,0.12,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.46,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,887.79,2,0,0.04,0.04,6,19.23,0.12,0.04,0.3,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
0.64,TAKEOFF,TO_PREFLIGHT,0.74,80,79.26,3.63,0,-0.26,-0.62,91.95,0.097,0.224,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.25,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.46,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,887.79,2,0,0.04,0.04,11,19.23,0.08,0.04,0.56,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
0.94,TAKEOFF,TO_PREFLIGHT,0.52,80,79.48,3.62,0,-0.28,0.23,92,0.097,0.344,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.25,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.46,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,887.79,2,0,0.06,0.06,16,16.67,0.08,0.04,0.86,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
1.24,TAKEOFF,TO_PREFLIGHT,0.22,80,79.78,3.62,0,-0.3,-1.11,92.05,0.096,0.464,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.18,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.46,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.68,887.79,2,0,0.08,0.08,22,20,0.08,0.04,1.16,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
1.52,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,3.64,-0.03,-0.22,46.89,92.05,0.094,0.576,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-1.74,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.46,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.37,887.79,2,0,0.04,0.04,28,21.43,0.08,0.04,1.44,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
1.8,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.64,0.02,-0.2,-21.83,92.05,0.097,0.688,0,0,0,0,0,0,0,0,0,90.4,0,1,0,1.12,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.46,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.28,887.79,2,0,0.04,0.04,33,17.86,0.08,0.04,1.72,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
2.06,TAKEOFF,TO_PREFLIGHT,0.07,80,79.93,3.62,0.02,-0.29,-17.47,92.05,0.098,0.792,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.88,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.46,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.99,887.78,2,0,0.04,0.04,38,19.23,0.08,0.04,1.98,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
2.32,TAKEOFF,TO_PREFLIGHT,0.04,80,79.96,3.62,-0.02,-0.27,35.84,92.05,0.096,0.896,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-1.13,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.46,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.92,887.78,2,0,0.06,0.06,42,15.38,0.08,0.04,2.24,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
2.58,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,3.63,0.01,-0.25,-7.02,92.05,0.095,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.43,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.46,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.91,887.78,2,0,0.06,0.06,46,15.38,0.08,0.04,2.5,LANDED,X10-G,0:/Integrated Flight Computer/aircraft/x10_g_cfg.ks (inferred preloaded)
